ROW,	PREDICTION,	TARGET
11859,	neg,		neg,
11860,	pos,		neg,
11861,	neg,		neg,
11862,	pos,		pos,
11863,	neg,		neg,
11864,	neg,		neg,
11865,	neg,		neg,
11866,	pos,		pos,
11867,	pos,		pos,
11868,	neg,		neg,
11869,	pos,		pos,
11870,	pos,		neg,
11871,	neg,		pos,
11872,	neg,		neg,
11873,	neg,		neg,
11874,	pos,		pos,
11875,	pos,		neg,
11876,	pos,		pos,
11877,	neg,		pos,
11878,	pos,		neg,
11879,	neg,		neg,
11880,	pos,		pos,
11881,	neg,		pos,
11882,	pos,		pos,
11883,	neg,		pos,
11884,	neg,		neg,
11885,	neg,		neg,
11886,	pos,		neg,
11887,	neg,		neg,
11888,	pos,		pos,
11889,	pos,		pos,
11890,	neg,		neg,
11891,	pos,		pos,
11892,	pos,		pos,
11893,	pos,		pos,
11894,	neg,		pos,
11895,	neg,		neg,
11896,	pos,		neg,
11897,	pos,		neg,
11898,	pos,		pos,
11899,	pos,		neg,
11900,	pos,		neg,
11901,	neg,		pos,
11902,	neg,		pos,
11903,	neg,		neg,
11904,	pos,		neg,
11905,	pos,		neg,
11906,	neg,		pos,
11907,	neg,		neg,
11908,	neg,		neg,
11909,	neg,		neg,
11910,	neg,		pos,
11911,	pos,		pos,
11912,	neg,		neg,
11913,	neg,		neg,

Number of misclassified documents: 720
Misclassified documents from Best-DT Classification
[9532, 9538, 9541, 9543, 9547, 9548, 9549, 9550, 9551, 9554, 9559, 9561, 9562, 9566, 9567, 9569, 9572, 9578, 9582, 9584, 9589, 9590, 9592, 9594, 9600, 9602, 9606, 9607, 9609, 9610, 9612, 9615, 9617, 9620, 9628, 9630, 9633, 9640, 9644, 9646, 9651, 9652, 9656, 9657, 9658, 9659, 9660, 9662, 9664, 9665, 9668, 9670, 9675, 9682, 9689, 9690, 9694, 9697, 9701, 9705, 9708, 9709, 9713, 9717, 9718, 9724, 9726, 9728, 9734, 9736, 9741, 9746, 9747, 9748, 9750, 9756, 9760, 9761, 9762, 9764, 9771, 9772, 9774, 9776, 9781, 9784, 9796, 9797, 9798, 9803, 9804, 9806, 9810, 9813, 9817, 9819, 9823, 9825, 9827, 9832, 9837, 9839, 9840, 9842, 9846, 9847, 9849, 9850, 9853, 9854, 9856, 9863, 9866, 9868, 9873, 9874, 9875, 9877, 9879, 9881, 9882, 9883, 9884, 9886, 9890, 9893, 9894, 9896, 9899, 9901, 9903, 9905, 9908, 9909, 9914, 9915, 9916, 9920, 9940, 9943, 9945, 9947, 9949, 9951, 9954, 9967, 9970, 9978, 9980, 9983, 9987, 9993, 10001, 10005, 10014, 10016, 10017, 10024, 10026, 10027, 10028, 10030, 10031, 10035, 10039, 10042, 10043, 10055, 10058, 10062, 10064, 10068, 10069, 10074, 10076, 10079, 10080, 10081, 10086, 10091, 10092, 10093, 10098, 10099, 10102, 10103, 10109, 10110, 10123, 10125, 10128, 10133, 10137, 10138, 10141, 10142, 10145, 10155, 10156, 10157, 10158, 10160, 10162, 10163, 10173, 10178, 10180, 10181, 10185, 10189, 10193, 10196, 10200, 10205, 10207, 10208, 10209, 10211, 10214, 10215, 10217, 10223, 10226, 10233, 10243, 10245, 10252, 10259, 10260, 10261, 10262, 10264, 10267, 10268, 10269, 10272, 10273, 10276, 10277, 10282, 10289, 10290, 10297, 10298, 10301, 10303, 10305, 10306, 10309, 10312, 10317, 10319, 10324, 10331, 10332, 10335, 10337, 10340, 10341, 10342, 10344, 10345, 10351, 10355, 10362, 10363, 10364, 10366, 10370, 10371, 10373, 10374, 10377, 10382, 10385, 10393, 10401, 10407, 10408, 10409, 10412, 10425, 10427, 10429, 10430, 10433, 10437, 10445, 10452, 10456, 10458, 10463, 10464, 10466, 10470, 10476, 10480, 10486, 10487, 10488, 10492, 10515, 10517, 10520, 10522, 10528, 10529, 10530, 10533, 10535, 10536, 10540, 10545, 10546, 10548, 10549, 10550, 10551, 10555, 10559, 10562, 10564, 10574, 10583, 10586, 10588, 10594, 10597, 10604, 10605, 10607, 10609, 10612, 10614, 10618, 10622, 10623, 10626, 10630, 10633, 10634, 10641, 10643, 10645, 10648, 10650, 10653, 10654, 10659, 10661, 10668, 10673, 10680, 10681, 10682, 10685, 10690, 10693, 10695, 10698, 10709, 10710, 10715, 10717, 10718, 10725, 10727, 10732, 10735, 10744, 10745, 10750, 10752, 10753, 10756, 10757, 10760, 10763, 10764, 10768, 10773, 10775, 10778, 10788, 10793, 10794, 10795, 10797, 10801, 10802, 10806, 10808, 10810, 10815, 10818, 10821, 10822, 10824, 10825, 10830, 10832, 10837, 10847, 10849, 10852, 10857, 10859, 10867, 10871, 10872, 10883, 10886, 10887, 10888, 10890, 10892, 10896, 10901, 10902, 10907, 10910, 10912, 10914, 10921, 10922, 10927, 10937, 10938, 10940, 10942, 10948, 10950, 10953, 10957, 10961, 10963, 10970, 10982, 10993, 10994, 10995, 11001, 11008, 11010, 11011, 11012, 11015, 11016, 11018, 11021, 11024, 11027, 11031, 11033, 11035, 11037, 11038, 11047, 11063, 11064, 11065, 11066, 11069, 11071, 11073, 11074, 11077, 11078, 11080, 11088, 11090, 11091, 11095, 11100, 11101, 11103, 11104, 11108, 11113, 11118, 11123, 11130, 11137, 11139, 11144, 11147, 11148, 11151, 11155, 11157, 11158, 11164, 11169, 11174, 11175, 11177, 11181, 11188, 11189, 11190, 11194, 11195, 11196, 11197, 11200, 11206, 11208, 11212, 11215, 11216, 11218, 11227, 11228, 11235, 11236, 11243, 11245, 11246, 11250, 11253, 11263, 11268, 11271, 11272, 11278, 11290, 11292, 11296, 11297, 11301, 11302, 11307, 11309, 11311, 11312, 11314, 11318, 11320, 11321, 11322, 11325, 11326, 11327, 11329, 11336, 11337, 11342, 11344, 11346, 11355, 11358, 11359, 11362, 11367, 11368, 11371, 11374, 11377, 11378, 11380, 11381, 11386, 11387, 11396, 11397, 11402, 11405, 11407, 11412, 11414, 11415, 11420, 11430, 11432, 11433, 11434, 11436, 11438, 11442, 11443, 11450, 11462, 11465, 11475, 11478, 11480, 11481, 11487, 11491, 11492, 11494, 11497, 11500, 11506, 11509, 11511, 11514, 11516, 11517, 11519, 11520, 11521, 11522, 11527, 11534, 11537, 11542, 11551, 11552, 11553, 11556, 11562, 11563, 11568, 11570, 11578, 11581, 11586, 11589, 11592, 11594, 11598, 11600, 11602, 11608, 11611, 11616, 11619, 11626, 11627, 11637, 11640, 11642, 11643, 11648, 11649, 11651, 11652, 11655, 11661, 11663, 11666, 11669, 11674, 11680, 11681, 11688, 11689, 11694, 11698, 11704, 11707, 11713, 11714, 11716, 11717, 11718, 11720, 11723, 11724, 11727, 11728, 11730, 11734, 11740, 11745, 11751, 11755, 11757, 11758, 11759, 11760, 11766, 11771, 11772, 11773, 11779, 11783, 11784, 11785, 11787, 11798, 11801, 11802, 11803, 11806, 11811, 11813, 11821, 11825, 11826, 11829, 11832, 11834, 11841, 11844, 11849, 11852, 11853, 11855, 11860, 11870, 11871, 11875, 11877, 11878, 11881, 11883, 11886, 11894, 11896, 11897, 11899, 11900, 11901, 11902, 11904, 11905, 11906, 11910, ]

**Best-DT**

              precision    recall  f1-score   support

         neg       0.72      0.69      0.70      1230
         pos       0.68      0.71      0.69      1153

    accuracy                           0.70      2383
   macro avg       0.70      0.70      0.70      2383
weighted avg       0.70      0.70      0.70      2383

Confusion Matrix

[[847, 383],
 [337, 816]]
