ROW,	PREDICTION,	TARGET
11859,	neg,		neg,
11860,	neg,		neg,
11861,	neg,		neg,
11862,	pos,		pos,
11863,	neg,		neg,
11864,	neg,		neg,
11865,	neg,		neg,
11866,	neg,		pos,
11867,	pos,		pos,
11868,	neg,		neg,
11869,	pos,		pos,
11870,	neg,		neg,
11871,	neg,		pos,
11872,	neg,		neg,
11873,	neg,		neg,
11874,	pos,		pos,
11875,	pos,		neg,
11876,	pos,		pos,
11877,	neg,		pos,
11878,	pos,		neg,
11879,	neg,		neg,
11880,	pos,		pos,
11881,	neg,		pos,
11882,	neg,		pos,
11883,	neg,		pos,
11884,	neg,		neg,
11885,	neg,		neg,
11886,	pos,		neg,
11887,	neg,		neg,
11888,	pos,		pos,
11889,	neg,		pos,
11890,	neg,		neg,
11891,	pos,		pos,
11892,	pos,		pos,
11893,	pos,		pos,
11894,	neg,		pos,
11895,	pos,		neg,
11896,	neg,		neg,
11897,	pos,		neg,
11898,	neg,		pos,
11899,	neg,		neg,
11900,	neg,		neg,
11901,	neg,		pos,
11902,	neg,		pos,
11903,	pos,		neg,
11904,	pos,		neg,
11905,	neg,		neg,
11906,	pos,		pos,
11907,	pos,		neg,
11908,	neg,		neg,
11909,	pos,		neg,
11910,	pos,		pos,
11911,	pos,		pos,
11912,	neg,		neg,
11913,	neg,		neg,

Number of misclassified documents: 741
Misclassified documents from Base-DT Classification
[9532, 9536, 9538, 9541, 9543, 9547, 9550, 9551, 9555, 9559, 9566, 9567, 9569, 9570, 9576, 9584, 9587, 9591, 9592, 9594, 9595, 9596, 9599, 9609, 9610, 9614, 9615, 9617, 9619, 9621, 9622, 9623, 9624, 9625, 9628, 9630, 9635, 9638, 9640, 9642, 9645, 9646, 9648, 9650, 9651, 9652, 9660, 9662, 9668, 9670, 9672, 9675, 9690, 9692, 9693, 9694, 9699, 9701, 9704, 9708, 9713, 9714, 9715, 9718, 9724, 9727, 9731, 9734, 9735, 9742, 9750, 9754, 9756, 9757, 9760, 9761, 9762, 9765, 9772, 9774, 9776, 9780, 9781, 9784, 9787, 9790, 9795, 9797, 9799, 9802, 9806, 9810, 9811, 9817, 9818, 9821, 9822, 9826, 9827, 9830, 9832, 9833, 9836, 9837, 9838, 9842, 9846, 9848, 9849, 9850, 9853, 9855, 9866, 9867, 9868, 9869, 9873, 9874, 9881, 9884, 9885, 9893, 9894, 9899, 9900, 9902, 9903, 9907, 9908, 9912, 9919, 9929, 9931, 9934, 9935, 9941, 9945, 9947, 9948, 9964, 9966, 9967, 9970, 9975, 9977, 9980, 9982, 9985, 9987, 9990, 9993, 9996, 10001, 10003, 10004, 10005, 10006, 10007, 10010, 10013, 10014, 10019, 10021, 10026, 10029, 10030, 10031, 10034, 10035, 10041, 10042, 10045, 10048, 10050, 10051, 10055, 10058, 10060, 10066, 10068, 10071, 10075, 10076, 10077, 10080, 10081, 10095, 10099, 10102, 10105, 10110, 10111, 10112, 10114, 10123, 10125, 10126, 10129, 10133, 10137, 10141, 10142, 10149, 10154, 10156, 10162, 10163, 10164, 10166, 10171, 10176, 10178, 10180, 10186, 10192, 10197, 10201, 10203, 10205, 10209, 10211, 10214, 10215, 10217, 10233, 10237, 10239, 10243, 10245, 10251, 10252, 10254, 10257, 10263, 10267, 10270, 10272, 10276, 10277, 10278, 10284, 10286, 10289, 10290, 10297, 10298, 10299, 10305, 10306, 10308, 10309, 10312, 10314, 10315, 10320, 10335, 10336, 10341, 10351, 10357, 10360, 10362, 10364, 10367, 10374, 10382, 10384, 10386, 10389, 10393, 10401, 10406, 10408, 10410, 10412, 10416, 10420, 10421, 10422, 10425, 10429, 10431, 10433, 10437, 10448, 10454, 10458, 10460, 10470, 10476, 10480, 10484, 10487, 10492, 10493, 10500, 10502, 10506, 10511, 10515, 10517, 10520, 10521, 10522, 10526, 10527, 10530, 10533, 10534, 10535, 10536, 10538, 10544, 10545, 10546, 10547, 10550, 10555, 10559, 10563, 10564, 10566, 10568, 10572, 10579, 10580, 10582, 10583, 10586, 10587, 10588, 10591, 10592, 10593, 10594, 10609, 10614, 10619, 10620, 10622, 10624, 10627, 10630, 10633, 10643, 10644, 10645, 10648, 10653, 10656, 10659, 10661, 10662, 10666, 10667, 10668, 10670, 10673, 10674, 10675, 10678, 10680, 10681, 10684, 10685, 10686, 10693, 10695, 10698, 10709, 10710, 10712, 10715, 10718, 10719, 10723, 10725, 10727, 10732, 10735, 10736, 10743, 10744, 10749, 10750, 10752, 10753, 10755, 10756, 10757, 10758, 10764, 10770, 10773, 10775, 10778, 10785, 10786, 10788, 10794, 10799, 10801, 10813, 10821, 10825, 10828, 10830, 10832, 10836, 10839, 10840, 10847, 10859, 10860, 10864, 10866, 10871, 10872, 10874, 10883, 10888, 10890, 10893, 10896, 10901, 10902, 10904, 10905, 10910, 10918, 10922, 10927, 10928, 10934, 10936, 10940, 10943, 10948, 10949, 10953, 10954, 10957, 10958, 10960, 10961, 10964, 10970, 10971, 10972, 10973, 10976, 10977, 10980, 10986, 10994, 10995, 10999, 11000, 11001, 11007, 11012, 11015, 11019, 11020, 11025, 11028, 11043, 11044, 11048, 11050, 11053, 11056, 11063, 11064, 11066, 11071, 11073, 11076, 11080, 11081, 11082, 11087, 11088, 11090, 11100, 11103, 11110, 11117, 11118, 11121, 11123, 11125, 11127, 11131, 11133, 11138, 11142, 11148, 11153, 11156, 11157, 11158, 11159, 11161, 11165, 11174, 11175, 11181, 11183, 11185, 11190, 11195, 11201, 11203, 11205, 11206, 11209, 11212, 11213, 11215, 11216, 11226, 11232, 11235, 11244, 11245, 11247, 11250, 11257, 11258, 11264, 11267, 11272, 11275, 11277, 11278, 11280, 11287, 11289, 11290, 11295, 11299, 11301, 11312, 11316, 11318, 11322, 11324, 11325, 11326, 11327, 11330, 11337, 11339, 11340, 11344, 11350, 11355, 11360, 11365, 11368, 11373, 11374, 11376, 11377, 11378, 11379, 11380, 11382, 11386, 11387, 11393, 11402, 11403, 11405, 11406, 11411, 11413, 11414, 11415, 11420, 11421, 11424, 11426, 11429, 11430, 11432, 11433, 11434, 11440, 11443, 11445, 11454, 11456, 11458, 11460, 11462, 11465, 11477, 11481, 11484, 11487, 11488, 11497, 11498, 11504, 11506, 11510, 11511, 11517, 11518, 11521, 11527, 11528, 11529, 11532, 11533, 11535, 11540, 11544, 11548, 11555, 11556, 11563, 11567, 11568, 11571, 11572, 11578, 11580, 11581, 11588, 11589, 11593, 11595, 11598, 11600, 11606, 11608, 11609, 11611, 11614, 11616, 11618, 11619, 11621, 11624, 11627, 11633, 11634, 11635, 11640, 11649, 11651, 11659, 11661, 11665, 11669, 11671, 11674, 11680, 11691, 11693, 11694, 11695, 11698, 11703, 11704, 11707, 11709, 11712, 11714, 11723, 11725, 11726, 11729, 11730, 11734, 11736, 11740, 11751, 11755, 11757, 11759, 11760, 11763, 11766, 11769, 11770, 11771, 11772, 11773, 11776, 11779, 11780, 11783, 11784, 11785, 11786, 11788, 11796, 11801, 11803, 11806, 11809, 11811, 11812, 11815, 11820, 11821, 11822, 11826, 11829, 11838, 11839, 11840, 11844, 11849, 11852, 11853, 11854, 11866, 11871, 11875, 11877, 11878, 11881, 11882, 11883, 11886, 11889, 11894, 11895, 11897, 11898, 11901, 11902, 11903, 11904, 11907, 11909, ]

**Base-DT**

              precision    recall  f1-score   support

         neg       0.70      0.69      0.69      1230
         pos       0.67      0.69      0.68      1153

    accuracy                           0.69      2383
   macro avg       0.69      0.69      0.69      2383
weighted avg       0.69      0.69      0.69      2383

Confusion Matrix

[[844, 386],
 [355, 798]]
